"Nom usuel de l'installation","Numéro de l'installation","Nom de la commune","Code INSEE","Code postal","Nom du lieu dit","Numero de la voie","Nom de la voie","location","Longitude","Latitude","Aucun aménagement d'accessibilité","Accessibilité handicapés à mobilité réduite","Accessibilité handicapés sensoriels","Emprise foncière en m2","Gardiennée avec ou sans logement de gardien","Multi commune","Nombre total de place de parking","Nombre total de place de parking handicapés","Installation particulière","Desserte métro","Desserte bus","Desserte Tram","Desserte train","Desserte bateau","Desserte autre","Nombre total d'équipements sportifs","Nombre total de fiches équipements","Date de mise à jour de la fiche installation"
"Ecole Primaire Jean Baptiste Galan","721550005","Laigné-en-Belin","72155","72220","","3","rue de la Chesnaie","[ 47.877441 , 0.229499]","0.229499","47.877441","Non","Oui","Non","","Non","Non","10","0","Etablissement scolaire","Non","Non","Non","Non","Non","Non","2","2","2014-05-21"
"Square","721550006","Laigné-en-Belin","72155","72220","","","Le bourg","[ 47.877441 , 0.229499]","0.229499","47.877441","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-05-21"
"Circuit de Tracto-Cross et de Quad","721550007","Laigné-en-Belin","72155","72220","La Tremblaie","","","[ 47.877441 , 0.229499]","0.229499","47.877441","Oui","Non","Non","80000","Non","Non","5000","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-05-21"
"Terrain de Football","721560001","Lamnay","72156","72320","Le Bourg","","","[ 48.116192 , 0.703499]","0.703499","48.116192","Non","Oui","Non","10000","Non","Non","30","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-02"
"Cour D'École","721560002","Lamnay","72156","72320","","","Le Bourg","[ 48.116192 , 0.703499]","0.703499","48.116192","Oui","Non","Non","","Non","Non","5","0","Etablissement scolaire","Non","Non","Non","Non","Non","Non","1","1","2014-07-02"
"Terrain de Boules","721560003","Lamnay","72156","72320","","","Le Bourg","[ 48.116192 , 0.703499]","0.703499","48.116192","Non","Oui","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-02"
"L'Ecurie Blery","721560004","Lamnay","72156","72320","Le Braye","","","[ 48.116192 , 0.703499]","0.703499","48.116192","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-10-25"
"Terrain de Sports","721570001","Lavardin","72157","72240","","","Les Vallées","[ 48.077614 , 0.061744]","0.061744","48.077614","Oui","Non","Non","10000","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","7","5","2013-09-03"
"Salle Polyvalente","721570002","Lavardin","72157","72240","","","Place de l'Europe","[ 48.077614 , 0.061744]","0.061744","48.077614","Non","Oui","Non","500","Non","Non","30","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-09-24"
"Terrain de Football","721580001","Lavaré","72158","72390","","","Rue chène creux","[ 48.052385 , 0.643768]","0.643768","48.052385","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-02"
"Salle de Motrocité","721580002","Lavaré","72158","72390","Place Old Catton","","Rue de Montangis","[ 48.052385 , 0.643768]","0.643768","48.052385","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-02"
"Cour D'École","721580003","Lavaré","72158","72390","","","Route de Montongis","[ 48.052385 , 0.643768]","0.643768","48.052385","Oui","Non","Non","","Non","Non","5","0","Etablissement scolaire","Non","Non","Non","Non","Non","Non","1","1","2014-07-02"
"Base de Loisirs Lavaré","721580004","Lavaré","72158","72390","","","Route de Vibraye","[ 48.052385 , 0.643768]","0.643768","48.052385","Non","Oui","Non","","Sans logement de gardien","Non","50","1","Base de plein air et/ou de loisirs","Non","Non","Non","Non","Non","Non","13","13","2014-07-02"
"Aire de Jeux","721580007","Lavaré","72158","72390","","","Rue du bicentenaire","[ 48.052385 , 0.643768]","0.643768","48.052385","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-02"
"Départ de Sentier Pédestre","721590001","Lavenay","72159","72310","le bourg","","","[ 47.790534 , 0.700197]","0.700197","47.790534","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-10-30"
"Terrain de Jeux","721600001","Lavernat","72160","72500","","","Place de la mairie","[ 47.717306 , 0.331855]","0.331855","47.717306","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-10-29"
"Départ de Circuits de Randonnées","721600002","Lavernat","72160","72500","","","Place de la Mairie","[ 47.717306 , 0.331855]","0.331855","47.717306","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","5","5","2013-10-29"
"Le Mille Sentiers","721600003","Lavernat","72160","72500","Taille Pied","","","[ 47.717306 , 0.331855]","0.331855","47.717306","Oui","Non","Non","34000","Avec logement de gardien","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-11-12"
"Salle des Fêtes","721610001","Lhomme","72161","72340","","","Rue du Pot de Pierre","[ 47.743465 , 0.55761]","0.55761","47.743465","Non","Oui","Non","0","Non","Non","30","0","Non","Non","Non","Non","Non","Non","Non","5","3","2014-07-11"
"Ensemble Sportif","721610002","Lhomme","72161","72340","","","route du mans","[ 47.743465 , 0.55761]","0.55761","47.743465","Non","Oui","Non","0","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","3","3","2014-07-11"
"Départ de Circuits de Randonnées","721610003","Lhomme","72161","72340","Salvert","","Parking","[ 47.743465 , 0.55761]","0.55761","47.743465","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-11"
"Terrain de Foot À 7","721620001","Lignières-la-Carelle","72162","72610","","","Route de la Fresnaye sur Chédouet","[ 48.434141 , 0.174627]","0.174627","48.434141","Non","Oui","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-06-24 10:27:20.770000000"
"Salle Polyvalente","721620002","Lignières-la-Carelle","72162","72610","","","Le bourg","[ 48.434141 , 0.174627]","0.174627","48.434141","Non","Oui","Non","","Non","Non","20","","Non","Non","Non","Non","Non","Non","Non","3","2","2013-06-24 10:27:53.547000000"
"Ensemble Sportif","721630002","Ligron","72163","72270","","1","rue Henri Pasquier","[ 47.770667 , 0.008197]","0.008197","47.770667","Non","Oui","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","4","3","2013-10-11"
"Base de la Forêt de Perseigne","721640001","Livet-en-Saosnois","72164","72610","","","Le Bourg","[ 48.359238 , 0.210111]","0.210111","48.359238","Oui","Non","Non","","Non","Oui","20","2","Non","Non","Non","Non","Non","Non","Non","1","1","2013-07-05 16:27:42.733000000"
"Terrain de Pétanque","721640002","Livet-en-Saosnois","72164","72610","Place de la mairie","","","[ 48.359238 , 0.210111]","0.210111","48.359238","Oui","Non","Non","","Non","Non","10","","Non","Non","Non","Non","Non","Non","Non","1","1","2013-07-05 16:28:12.527000000"
"Salle de Tennis de Table","721650001","Lombron","72165","72450","","","Le Bourg","[ 48.077681 , 0.417462]","0.417462","48.077681","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-06-24"
"Stade de Lombron","721650002","Lombron","72165","72450","","","Le Bourg","[ 48.077681 , 0.417462]","0.417462","48.077681","Non","Oui","Non","","Non","Non","20","0","Complexe sportif","Non","Non","Non","Non","Non","Non","7","5","2014-06-24"
"Départ de Circuits de Randonnées","721650003","Lombron","72165","72450","","","Place de l'église","[ 48.077681 , 0.417462]","0.417462","48.077681","Non","Oui","Non","","Non","Non","40","2","Non","Non","Non","Non","Non","Non","Non","6","6","2014-06-24"
"Cercle Hippique des Brières","721650004","Lombron","72165","72450","","","Rue de la Lèverie","[ 48.077681 , 0.417462]","0.417462","48.077681","Non","Oui","Non","","Avec logement de gardien","Non","5","0","Non","Non","Non","Non","Non","Non","Non","5","4","2014-06-24"
"Terrain de Trial","721650005","Lombron","72165","72450","","","Les sablons","[ 48.077681 , 0.417462]","0.417462","48.077681","Oui","Non","Non","","Non","Non","100","10","Non","Non","Non","Non","Non","Non","Non","1","1","2014-06-24"
"Stade","721670001","Louailles","72167","72300","","","Les Brégeons","[ 47.791278 , -0.25175]","-0.25175","47.791278","Non","Oui","Non","7000","Non","Non","50","1","Non","Non","Non","Non","Non","Non","Non","3","3","2014-09-03"
"Equipements Sportifs des Ouches","721670002","Louailles","72167","72300","","","chemin des ouches","[ 47.791278 , -0.25175]","-0.25175","47.791278","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","3","3","2014-09-03"
"Terrain de Pétanque des Rosiers","721670003","Louailles","72167","72300","","","allée des rosiers","[ 47.791278 , -0.25175]","-0.25175","47.791278","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-03"
"Terrain de Pétanque de la Touasse","721670004","Louailles","72167","72300","","","rue de la Touasse","[ 47.791278 , -0.25175]","-0.25175","47.791278","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-17"
"Terrain de Pétanque de la Cour","721670005","Louailles","72167","72300","","","allée de la cour","[ 47.791278 , -0.25175]","-0.25175","47.791278","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-03"
"Ecole Communale","721670006","Louailles","72167","72300","","12","Rue Principale","[ 47.791278 , -0.25175]","-0.25175","47.791278","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-03"
"Centre Culturel du Courmesnil","721680001","Loué","72168","72540","","","Rue du Courmesnil","[ 47.994944 , -0.154511]","-0.154511","47.994944","Non","Oui","Non","","Non","Non","50","4","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-12"
"Village Loisirs","721680002","Loué","72168","72540","","","Place Hector Vincent","[ 47.994944 , -0.154511]","-0.154511","47.994944","Non","Oui","Non","12000","Avec logement de gardien","Non","70","2","Base de plein air et/ou de loisirs","Non","Oui","Non","Non","Non","Non","3","3","2014-09-12"
"Complexe Sportif","721680003","Loué","72168","72540","","","rue des Etats Unis","[ 47.994944 , -0.154511]","-0.154511","47.994944","Non","Oui","Non","58200","Non","Non","50","2","Complexe sportif","Non","Non","Non","Non","Non","Non","10","9","2014-09-12"
"Terrain de Loisirs","721680004","Loué","72168","72540","","","Rue de la Perrière","[ 47.994944 , -0.154511]","-0.154511","47.994944","Oui","Non","Non","582","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-12"
"Collège Bellevue","721680005","Loué","72168","72540","","","Rue de la Perrière","[ 47.994944 , -0.154511]","-0.154511","47.994944","Oui","Non","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-12"
"Parc du Pré du Marais","721680006","Loué","72168","72540","","","Près marais","[ 47.994944 , -0.154511]","-0.154511","47.994944","Oui","Non","Non","","Non","Non","70","4","Non","Non","Non","Non","Non","Non","Non","8","6","2014-09-12"
"Départ de Boucles de Randonnées","721680007","Loué","72168","72540","","","Place du Marché","[ 47.994944 , -0.154511]","-0.154511","47.994944","Oui","Non","Non","","Non","Non","50","1","Non","Non","Non","Non","Non","Non","Non","6","6","2014-09-12"
"Collège Privé St Michel","721680008","Loué","72168","72540","","25","Rue de la Libération","[ 47.994944 , -0.154511]","-0.154511","47.994944","Non","Oui","Non","0","Non","Non","0","0","Etablissement scolaire","Non","Non","Non","Non","Non","Non","1","1","2014-09-12"
"Site du Marais","721680009","Loué","72168","72540","","","Marais de Barigné","[ 47.994944 , -0.154511]","-0.154511","47.994944","Non","Oui","Non","","Non","Oui","70","4","Non","Non","Non","Non","Non","Non","Non","2","2","2014-09-12"
"Maison des Ainés Ruraux","721680010","Loué","72168","72540","","30","Rue coumesnil","[ 47.994944 , -0.154511]","-0.154511","47.994944","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-12"
"Complexe Sportif","721690001","Louplande","72169","72210","","","Rue du Stade","[ 47.943158 , 0.040759]","0.040759","47.943158","Oui","Non","Non","15200","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","4","4","2014-09-22"
"Maison du Temps Libre","721690002","Louplande","72169","72210","","","Rue du Stade","[ 47.943158 , 0.040759]","0.040759","47.943158","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-22"
"Les Petits Galops","721690003","Louplande","72169","72210","La Niessonnerie","","","[ 47.943158 , 0.040759]","0.040759","47.943158","Oui","Non","Non","","Avec logement de gardien","Non","20","2","Non","Non","Non","Non","Non","Non","Non","3","3","2014-09-22"
"Départ des Boucles de Randonnées","721690004","Louplande","72169","72210","","","Place de l'église","[ 47.943158 , 0.040759]","0.040759","47.943158","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","4","4","2014-09-22"
"Plan D'Eau Fédéral 2Ème Catégorie","721690005","Louplande","72169","72210","","","","[ 47.943158 , 0.040759]","0.040759","47.943158","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-22"
"Terrain de Pétanque","721710001","Louzes","72171","72600","","","Place du monument","[ 48.427388 , 0.300579]","0.300579","48.427388","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-09"
"Site D'Escalade du Puits de la Roche","721710002","Louzes","72171","72600","","","Puits de la Roche","[ 48.427388 , 0.300579]","0.300579","48.427388","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-09-25 11:04:16.800000000"
"Complexe Sportif","721720001","Luart","72172","72390","","","La Petite Jeulinière","[ 48.069518 , 0.585512]","0.585512","48.069518","Oui","Non","Non","1500","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","3","2","2014-06-18"
"Stade D'Entraînement","721720002","Luart","72172","72390","","","Rue Roland du Luart","[ 48.069518 , 0.585512]","0.585512","48.069518","Oui","Non","Non","162","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-06-18"
"Stade Municipal","721720003","Luart","72172","72390","","","Rue des bains","[ 48.069518 , 0.585512]","0.585512","48.069518","Non","Oui","Non","","Non","Non","50","2","Non","Non","Non","Non","Non","Non","Non","2","2","2014-06-18"
"Salle de Sport Communautaire de L'Huisne Sarthoise","721720004","Luart","72172","72390","","","Rue des bains","[ 48.069518 , 0.585512]","0.585512","48.069518","Non","Oui","Oui","2000","Non","Non","100","12","Complexe sportif","Non","Non","Non","Non","Non","Non","2","2","2014-06-18"
"Terrain de Loisirs","721720005","Luart","72172","72390","","","Bellevue","[ 48.069518 , 0.585512]","0.585512","48.069518","Non","Oui","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-06-18"
"Imp (Institut Médico Pédagogique) du Luart","721720006","Luart","72172","72390","","","Place de l'Eglise","[ 48.069518 , 0.585512]","0.585512","48.069518","Non","Oui","Non","","Avec logement de gardien","Non","20","10","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2014-06-18"
"Salle de Fêtes","721720007","Luart","72172","72390","","","Rue Roland du Luart","[ 48.069518 , 0.585512]","0.585512","48.069518","Non","Oui","Non","1500","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-06-18"
"Terrain de Tir À L'Arc","721720008","Luart","72172","72390","ZA la Parentière","","Rue des bains","[ 48.069518 , 0.585512]","0.585512","48.069518","Oui","Non","Non","0","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-06-18"
"Départ de Circuit de Randonnée","721730001","Luceau","72173","72500","","2","rue du Nord","[ 47.711197 , 0.396071]","0.396071","47.711197","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-08-13"
"Stade Municipal Pierre Hérissé","721730002","Luceau","72173","72500","","","Les Fromentaux","[ 47.711197 , 0.396071]","0.396071","47.711197","Non","Oui","Non","8200","Non","Non","50","2","Non","Non","Non","Non","Non","Non","Non","1","1","2014-08-13"
"Aire de Loisirs Les Ouches","721730003","Luceau","72173","72500","","","Les Ouches","[ 47.711197 , 0.396071]","0.396071","47.711197","Oui","Non","Non","440","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","3","3","2014-08-13"
"Espace Socio-Culturel la Bénévole","721730004","Luceau","72173","72500","","","Le Bourg","[ 47.711197 , 0.396071]","0.396071","47.711197","Non","Oui","Non","","Non","Non","50","2","Non","Non","Non","Non","Non","Non","Non","1","1","2014-08-13"
"Parcours de Pêche","721730005","Luceau","72173","72500","Courmaceau","","","[ 47.711197 , 0.396071]","0.396071","47.711197","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-08-13"
"Départ de Circuits de Randonnées","721740001","Lucé-sous-Ballon","72174","72290","","","Place de l'Eglise","[ 48.208193 , 0.213537]","0.213537","48.208193","Oui","Non","Non","","Non","Non","10","","Non","Non","Non","Non","Non","Non","Non","3","3","2013-09-10 10:57:41.847000000"
"Terrain de Pétanque","721740002","Lucé-sous-Ballon","72174","72290","","","Route de Meurcé","[ 48.208193 , 0.213537]","0.213537","48.208193","Oui","Non","Non","50","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-01-09"
